Class,text,header,pdfsize bins,metadata size bins,pages bins,xref Length bins,title characters bins,isEncrypted bins,embedded files bins,images bins,obj bins,endobj bins,stream bins,endstream bins,xref bins,trailer bins,startxref bins,pageno bins,encrypt bins,ObjStm bins,JS bins,Javascript bins,AA bins,OpenAction bins,Acroform bins,JBIG2Decode bins,RichMedia bins,launch bins,EmbeddedFile bins,XFA bins,Colors bins
1,1,24,45,4,0,127,0,0,0,0,7,7,0,0,1,1,1,0,0,0,4,4,0,2,0,0,0,0,0,0,0
1,2,15,40,31,11,127,37,0,0,9,56,94,25,43,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,15,121,1,5,209,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,24,121,1,0,304,0,0,0,0,18,18,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,7,1,0,304,0,0,0,0,18,18,0,0,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,16,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,3,10,107,37,0,50,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,45,1,0,304,0,0,0,0,7,7,0,0,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,0,1,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,10,112,38,0,50,7,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,45,5,0,224,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,121,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,21,52,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,7,1,0,304,0,0,0,0,56,94,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,18,45,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,15,7,1,0,304,0,0,0,0,29,29,0,0,1,1,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,21,121,23,0,50,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,0,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15,52,1,0,304,0,0,0,0,29,29,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,2,10,45,45,0,50,37,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,10,45,13,0,304,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,34,0,1,0,23,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,45,16,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,121,16,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,18,0,15,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,18,18,25,43,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,1,15,45,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0
1,3,10,45,24,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,3,21,112,38,0,50,7,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,45,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,21,29,35,11,100,37,0,0,9,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,24,112,1,0,304,0,0,0,0,18,18,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,121,10,0,100,26,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,0,10,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,21,45,24,0,50,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,45,15,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,15,121,1,0,304,0,0,0,0,29,29,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,15,121,1,0,304,0,0,0,0,18,18,0,0,1,1,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,10,45,23,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,29,29,36,54,1,1,1,23,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,7,15,0,50,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,24,7,16,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,24,45,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,45,8,0,127,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,2,15,81,32,11,127,37,0,0,9,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,0,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,7,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,24,0,1,0,166,0,0,0,0,29,29,25,43,1,1,1,12,0,0,0,4,0,2,0,0,0,0,0,0,0
1,3,10,112,33,0,50,7,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1,1,15,7,10,0,100,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,0,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,3,21,112,30,0,50,7,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,21,45,16,0,304,26,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,45,1,0,304,0,0,0,0,29,29,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,121,16,0,50,0,0,0,0,40,40,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,10,129,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,28,1,0,166,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,2,21,45,8,0,304,37,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,45,8,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,121,1,10,274,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,3,10,112,37,0,50,7,0,0,0,56,94,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,7,14,0,304,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,6,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,10,16,0,50,0,0,2,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,18,18,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,121,1,0,304,0,0,0,0,18,18,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0
1,1,10,7,10,0,100,26,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,52,16,0,304,26,0,0,0,7,7,0,0,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,0,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,121,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,6,0,224,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,3,0,15,0,50,0,0,0,0,56,94,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,2,10,52,33,0,72,37,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,24,121,1,0,304,0,0,0,0,40,40,36,54,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,24,0,1,0,25,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,18,20,0,155,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,45,5,0,343,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,7,12,0,50,0,0,0,0,18,18,36,54,0,0,5,0,0,5,0,4,0,0,3,0,0,0,0,0,0
1,1,15,45,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0
1,1,10,29,14,0,304,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,24,7,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,15,0,1,0,304,0,0,0,0,40,40,7,7,0,0,5,0,0,5,0,0,0,0,2,0,0,0,0,0,0
1,1,15,45,15,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15,121,1,0,304,0,0,0,0,7,7,0,0,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,129,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,1,0,1,0,23,0,0,0,0,7,7,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,45,1,0,50,0,0,0,0,18,18,36,54,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0
1,3,10,112,34,0,50,7,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,3,15,112,24,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,3,10,7,16,0,100,7,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,121,1,0,304,0,0,0,0,18,18,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,10,7,15,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,18,121,1,0,304,0,0,0,0,29,29,25,43,5,5,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,15,7,16,0,304,26,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,21,23,29,0,100,14,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,7,16,0,50,0,0,0,0,7,7,0,0,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,7,15,0,304,7,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,21,45,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,121,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15,7,16,0,304,26,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,15,33,1,0,166,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,15,7,1,0,304,0,0,0,0,29,29,36,54,5,5,5,12,0,0,4,4,0,5,0,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,45,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0
1,1,15,0,1,0,23,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,2,10,45,1,0,252,0,0,0,0,29,29,36,54,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,7,7,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,21,0,1,0,23,0,0,0,0,7,7,36,54,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1,1,15,7,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,10,45,17,0,304,37,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,10,45,16,0,304,14,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,121,1,9,209,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,3,89,1,0,304,0,0,0,0,56,94,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,15,121,1,0,183,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,45,24,0,50,0,0,0,0,56,94,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,10,12,1,0,166,0,0,0,0,29,29,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,134,16,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,21,112,28,0,50,7,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,45,15,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,3,10,112,31,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,45,8,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,37,23,0,127,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,7,16,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,45,15,0,50,0,0,0,0,18,18,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,24,0,1,0,166,0,0,0,0,29,29,25,43,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,56,94,25,43,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,52,16,0,304,26,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,3,10,112,29,0,50,7,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,3,112,42,0,50,7,0,0,0,56,94,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,15,0,1,0,23,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,21,121,20,11,100,28,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,10,45,16,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,7,7,25,43,1,1,1,12,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,18,134,16,0,50,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,3,15,7,15,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,121,16,0,155,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,21,45,14,0,50,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,15,0,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,21,0,1,0,304,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,24,45,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,0,1,0,166,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,10,112,39,0,50,7,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,2,10,45,31,0,304,7,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,3,15,112,39,0,50,7,0,0,0,7,7,25,43,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,3,10,112,32,0,50,26,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,1,10,45,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,121,10,0,100,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,1,52,1,0,304,0,0,0,0,7,7,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,1,10,45,16,0,100,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,18,45,1,0,304,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,2,21,29,15,0,252,0,0,0,0,18,18,36,54,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,2,0
1,1,21,121,1,0,304,0,0,0,0,18,18,36,54,0,0,5,0,0,5,0,4,0,0,3,0,0,0,0,0,0
1,0,21,0,0,0,0,0,1,1,0,46,52,23,29,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0
1,0,10,0,0,0,0,0,1,1,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,18,11,1,0,50,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,15,0,1,0,304,0,0,0,0,18,18,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,10,0,11,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,1,10,65,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,1,18,0,8,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,10,122,5,0,304,0,2,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,1,40,122,5,0,304,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0
1,1,10,73,1,0,127,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,1,40,45,1,0,304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0
1,1,18,0,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,10,45,1,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,1,10,73,1,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,1,24,0,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,18,45,1,0,50,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,24,0,8,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,24,73,1,0,50,0,0,0,0,7,0,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,10,45,14,0,304,37,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,1,10,0,8,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,1,18,0,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,10,0,1,0,304,0,0,0,0,7,7,0,54,12,4,8,23,0,0,0,0,0,3,4,0,0,0,1,2,15
1,1,18,0,8,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,10,73,1,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,2,40,96,6,11,310,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0
1,1,40,73,1,0,127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0
1,1,18,122,5,0,304,0,2,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,10,0,1,0,304,0,0,0,0,40,40,36,54,0,1,1,12,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,15,0,8,0,304,0,0,0,0,18,18,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,15,124,1,0,304,0,0,0,0,18,18,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,24,122,5,0,304,0,2,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,18,7,1,0,50,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,10,124,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,1,15,45,1,0,50,0,0,0,0,18,18,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,2,24,11,29,0,209,23,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,42,9,1,0,50,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0
1,1,10,0,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,1,42,124,1,0,304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0
1,1,24,124,1,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,24,134,26,0,286,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,24,0,8,0,304,0,0,0,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,1,2,0
1,1,15,122,5,0,304,0,2,0,0,18,18,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,10,45,1,0,50,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,0,24,0,0,0,0,0,1,1,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,0,10,0,0,0,0,0,1,1,0,56,94,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0
1,0,15,0,0,0,0,0,1,1,0,18,18,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,0,42,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0
1,0,24,0,0,0,0,0,1,1,0,7,7,25,43,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0
1,1,34,121,1,0,304,0,0,0,0,45,45,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,3,0,1,0,21,0,0,0,0,56,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27,7,16,0,304,26,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,7,1,0,304,0,0,0,0,56,94,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,18,1,0,304,0,0,0,0,45,45,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,34,121,1,0,304,0,0,0,0,45,45,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,10,0,1,0,304,0,0,0,0,45,45,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
